Sets_Ops/sec	Sets_Hits/sec	Sets_Misses/sec	Sets_Avg_Latency	Sets_p50_Latency	Sets_p99_Latency	Sets_p100_Latency	Sets_KB/sec	Gets_Ops/sec	Gets_Hits/sec	Gets_Misses/sec	Gets_Avg_Latency	Gets_p50_Latency	Gets_p99_Latency	Gets_p100_Latency	Gets_KB/sec	Waits_Ops/sec	Waits_Hits/sec	Waits_Misses/sec	Waits_Avg_Latency	Waits_p50_Latency	Waits_p99_Latency	Waits_p100_Latency	Waits_KB/sec	Totals_Ops/sec	Totals_Hits/sec	Totals_Misses/sec	Totals_Avg_Latency	Totals_p50_Latency	Totals_p99_Latency	Totals_p100_Latency	Totals_KB/sec
34139.92			0.028	3734.05	34139.92	50.66	34089.25	0.028	1203.74	0			0		68279.84	50.66	34089.25	0.028	4937.8												
33732.78			0.029	3689.52	33732.78	50.06	33682.72	0.028	1189.39	0			0		67465.57	50.06	33682.72	0.028	4878.91												
33531.01			0.029	3667.45	33531.01	49.76	33481.25	0.028	1182.27	0			0		67062.02	49.76	33481.25	0.029	4849.73												
33442.53			0.029	3657.78	33442.53	49.63	33392.9	0.028	1179.15	0			0		66885.06	49.63	33392.9	0.029	4836.93												
34119.67			0.028	3731.84	34119.67	50.63	34069.04	0.028	1203.03	0			0		68239.35	50.63	34069.04	0.028	4934.87												
34022.97			0.029	3721.26	34022.97	50.49	33972.48	0.028	1199.62	0			0		68045.94	50.49	33972.48	0.028	4920.88												
34064.09			0.028	3725.76	34064.09	50.55	34013.54	0.028	1201.07	0			0		68128.18	50.55	34013.54	0.028	4926.83												
34345.22			0.028	3756.51	34345.22	50.97	34294.25	0.027	1210.98	0			0		68690.44	50.97	34294.25	0.028	4967.49												
33537.87			0.029	3668.2	33537.87	49.77	33488.1	0.028	1182.52	0			0		67075.73	49.77	33488.1	0.028	4850.72												
33845.86			0.029	3701.89	33845.86	50.23	33795.63	0.028	1193.38	0			0		67691.72	50.23	33795.63	0.028	4895.27												
33755.26			0.029	3691.98	33755.26	50.09	33705.17	0.028	1190.18	0			0		67510.52	50.09	33705.17	0.028	4882.16												
34027.28			0.029	3721.73	34027.28	50.5	33976.78	0.028	1199.77	0			0		68054.55	50.5	33976.78	0.028	4921.51												
34189			0.028	3739.42	34189	50.74	34138.27	0.027	1205.48	0			0		68378.01	50.74	34138.27	0.028	4944.9												
33642.8			0.029	3679.68	33642.8	49.93	33592.87	0.028	1186.22	0			0		67285.6	49.93	33592.87	0.028	4865.9												
33559.64			0.029	3670.59	33559.64	49.8	33509.83	0.028	1183.28	0			0		67119.27	49.8	33509.83	0.029	4853.87												
34097.95			0.029	3729.46	34097.95	50.6	34047.34	0.028	1202.26	0			0		68195.89	50.6	34047.34	0.028	4931.73												
33650.53			0.029	3680.53	33650.53	49.94	33600.59	0.028	1186.49	0			0		67301.06	49.94	33600.59	0.028	4867.02												
34330.82			0.028	3754.93	34330.82	50.95	34279.87	0.027	1210.48	0			0		68661.64	50.95	34279.87	0.028	4965.41												
33528.9			0.029	3667.22	33528.9	49.76	33479.14	0.028	1182.2	0			0		67057.79	49.76	33479.14	0.029	4849.42												
33540.82			0.029	3668.53	33540.82	49.77	33491.04	0.028	1182.62	0			0		67081.64	49.77	33491.04	0.029	4851.15												
33875.48			0.029	3705.13	33875.48	50.27	33825.21	0.028	1194.42	0			0		67750.95	50.27	33825.21	0.028	4899.55												
